,ogc_fid,uhgs_id,x,y,total,toponym,toponyme_standard_fr,toponyme_standard_en,substate_1789_fr,state_1789_fr,substate_1789_en,state_1789_en,belonging_states,belonging_substates,status,has_a_clerk,geonameid,admiralty,province,shiparea,ferme_direction,ferme_bureau,partner_balance_1789,partner_balance_supp_1789,point
60,623,A0090505, 3.856622,40.008309,7,Citadella,Ciutadella de Menorca,Ciutadella de Menorca,,Espagne,,Spain,"[{""1749-1781"" : ""Grande-Bretagne""},{""1782-1798"" : ""Espagne""},{""1798-1801"" : ""Grande-Bretagne""},{""1802-1815"" : ""Espagne""}]","[{""1749-1781"" : ""possessions anglaises en Méditerranée""},{""1798-1801"" : ""possessions anglaises en Méditerranée""}]",,,3124967.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[429317.197222135,4867149.794213256]}"
61,1265,A0176412,-4.3,48.316667,0,Logona,Logonna,Logonna,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-478673.810411075,6159699.562651669]}"
62,938,A0622706,4.35,51.916667,7,Vlaardingen,Vlaardingen,Vlaardingen,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,2745467.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[484239.784950741,6785071.781476798]}"
63,291,A0383127,-3.466667,56.033333,2,Lunckilns,Limekilns,Limekilns,Ecosse,Grande-Bretagne,Scotland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]",,,2644495.0,,Ecosse,NOR-FORH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-385907.605189844,7565054.177269706]}"
64,198,A0629202,4.266667,51.916667,11,Maesluys,Maassluis,Maassluis,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,11511639.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[474963.197824463,6785071.781476798]}"
65,927,A0185385,-3.826103,48.574926,191,Morlaix,Morlaix,Morlaix,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,2991772.0,Morlaix,Bretagne,MAN-PLYM,Saint-Malo,Morlaix,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-425919.837682617,6203040.616055633]}"
66,67,A0018764,11.1,36.85,1,Galipoly dans le royaume de Tunis [La Galipia,Kélibia,Kelibia,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2467959.0,,,MED-SIST,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1235646.347805336,4418219.294475698]}"
67,129,B2130491, -56.265640, 50.616239,1,Baye de Saintfont en Terreneuve [Sans-Fonds],Baie de Sans-Fonds,Hooping Habour,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,6089906.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6263462.393957645,6553689.540982479]}"
68,982,A1965060,3.050537,42.70343,2,Cotes du Rousillon,Côtes du Rousillon,Rousillon coast,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3028832.0,Collioure,Roussillon,MED-LION,Narbonne,Collioure,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[339584.22548604,5266939.262763715]}"
69,591,A0213721,-1.083333,46.25,77,Esnandes,Esnandes,Esnandes,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3019733.0,La Rochelle,Aunis,ACE-ROCH,La Rochelle,La Rochelle,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-120596.07791955,5820502.805563706]}"
70,720,A0144350,-1.1,46.283333,2,Charron,Charron,Charron,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3026480.0,La Rochelle,Aunis,ACE-ROCH,La Rochelle,Alligre,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-122451.439872602,5825870.369833114]}"
71,70,ACA,10.9,33.8,0,Gerbis,Djerba,Djerba,Régence de Tunis,Empire ottoman,Regency of Tunis,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]","[{""1749-1815"" : ""Régence de Tunis""}]",,,2470859.0,,,MED-LISE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[1213382.449646683,4001978.423556837]}"
72,1386,A0686311,7.433333,53.233333,0,Leer,Leer,Leer,Frise orientale,Prusse,East Frisia,Prussia,"[{""1749-1815"" : ""Prusse""}]","[{""1749-1815"" : ""Frise orientale""}]",,,,,,NOR-GBIG,,,Prusse,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[827474.844456836,7026275.377587145]}"
73,1014,A0628870,5.833333,53.166667,1,Friseland,Frise,Friesland,Frise,Provinces-Unies,Friesland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Frise""}]",,,2755800.0,,,NOR-GBIG,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[649363.659187598,7013886.504917881]}"
74,1324,A0401704,-4.05,52.483333,0,Barth,Borth,Borth,Pays de Galles,Grande-Bretagne,Wales,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Pays de Galles""}]",,,,,Cardigan shire,ANE-IRSE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-450843.937712758,6887994.53611758]}"
75,1051,A0167057,-1.597853,48.838204,984,Granville,Granville,Granville,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,3014867.0,Granville,Normandie,MAN-PORT,Caen,Granville,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-177872.182322506,6247452.456416028]}"
76,22,A0627935,4.5,51.916667,291,Rotterdam,Rotterdam,Rotterdam,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,2747891.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[500937.708569731,6785071.781476798]}"
77,663,A0211235,-1.166667,46.45,11,Luçon,Luçon,Luçon,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2997210.0,Sables-d’Olonne,Poitou,ACE-ROCH,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-129872.776365317,5852757.632510748]}"
78,1144,A0171943,-0.65,45.833333,9,Taillebourg,Taillebourg,Taillebourg,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2973554.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-72357.669015629,5753680.824788741]}"
79,549,A0104036, 3.177820,42.262667,14,Roses,Roses,Roses,,Espagne,,Spain,"[{""1749-1815"" : ""Espagne""}]",,,,3111348.0,,,MED-BALN,,,Espagne,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[353753.304232682,5200407.25650748]}"
80,627,B0000967, -56.138237,50.681441,2,Baye des Cannaries en Terreneuve,Les Canaries,Canaries Harbour,Colonies britanniques d'Amérique,Grande-Bretagne,British colonies in America,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Colonies britanniques d'Amérique""}]",,,3167595.0,,,ACA-NEWF,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6249279.956872109,6565136.600130454]}"
81,896,A0206482,-4.533333,48.016667,6,Audierne,Audierne ,Audierne ,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3036247.0,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-504648.321156343,6109628.077855218]}"
82,118,A1515960,26.783333,38.383333,2,Iles d' Ourlac,îles d'Ourlac (Vourla Bay),Vourla Bay islands,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,298314.0,,,MED-AEGN,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[2981506.991306679,4633720.341208749]}"
83,953,A0632714,4.283333,52.1,23,Scheveningen,Scheveningen,Scheveningen,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,2747599.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[476818.448458026,6818226.972328171]}"
84,1044,A0630182,6.55,53.216667,6,Groningue,Groningue,Groningen,Groningue,Provinces-Unies,Groningen,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Groningue""}]",,,2755251.0,,,NOR-GBIG,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[729142.664695942,7023176.445316105]}"
85,487,A0197884,-3.116667,47.483333,84,Quiberon,Quiberon,Quiberon,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2984741.0,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-346945.783412201,6021326.272078293]}"
86,393,A0123033,-2.766667,47.516667,9,Rhuys,Rhuys,Rhuys,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2975916.0,Vannes,Bretagne,ACE-IROI,Lorient,Vannes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-307983.961634555,6026818.838490979]}"
87,848,A0635679,3.75,51.416667,2,Zélande,Zélande,Zealand,Zélande,Provinces-Unies,Zeeland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Zélande""}]",,,2758587.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[417448.090474775,6695330.88756873]}"
88,654,A0411590,34.75,32.033333,1,Jaffe,Jaffa,Jaffa,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,293253.0,,,MED-MEDE,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3868352.305066257,3767686.897119181]}"
89,850,A0205769,-0.416667,49.333333,6,Bernières,Bernières-sur-Mer,Bernières-sur-Mer,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3033272.0,Caen,Normandie,MAN-WIGH,Caen,Caen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-46383.158270361,6331611.464915333]}"
90,739,A0147182,-0.683333,45.883333,87,Saint Savinien,Saint-Savinien,Saint-Savinien,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2976996.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-76068.281602241,5761672.922065695]}"
91,530,A0122971,-1.25,46.35,189,Saint Michel en l' Herm,Saint-Michel-en-l'Herm,Saint-Michel-en-l'Herm,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,2977968.0,Sables-d’Olonne,Poitou,ACE-ROCH,La Rochelle,Sables d'Olonne,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-139149.363491592,5836615.465848792]}"
92,1094,A0408148,-1.4,50.9,60,Southampton,Southampton,Southampton,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2637487.0,,Hampshire,MAN-WIGH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-155847.287110582,6603623.906655204]}"
93,1130,A0124715,-2.545938,47.3813,1,Piriac,Piriac ,Piriac ,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2987043.0,Nantes,Bretagne,ACE-YEUX,Nantes,Nantes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-283412.521751244,6004535.545033361]}"
94,890,A1968952, -3.420477,47.669619,4,Dans les Couraux,Courreaux de Groix,Groix narrows,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2997575.0,Lorient,Bretagne,ACE-IROI,Lorient,Lorient,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-380765.757910103,6052066.153499834]}"
95,1158,A0152878,5.716667,43.183333,1,Saint Cyr,,,,France,,France,"[{""1749-1815"" : ""France""}]",,,,,La Ciotat,Provence,MED-LIGS,Toulon,Toulon,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[636376.459474711,5339918.76183342]}"
96,69,A0620777,4.916667,52.35,433,Amsterdam,Amsterdam,Amsterdam,Hollande,Provinces-Unies,Holland,United Provinces,"[{""1749-1794"" : ""Provinces-Unies""},{""1795-1805"" : ""République batave""},{""1806-1810"" : ""Royaume de Hollande""},{""1811-1813"" : ""France""},{""1814-1815"" : ""Royaume uni des Pays-Bas""}]","[{""1749-1794"" : ""Hollande""}]",,,2749481.0,,,NOR-THAM,,,Hollande,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[547320.866840092,6863659.039714891]}"
97,899,A0185689,-4.083333,48.25,2,Pont de Buis,Pont-de-Buis,Pont-de-Buis,,France,,France,"[{""1749-1815"" : ""France""}]",,,,2986260.0,Quimper,Bretagne,ACE-IROI,Lorient,Quimper,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-454554.55029937,6148547.16096017]}"
98,1125,A0213139,-2.516667,47.3,552,Le Croisic,Le Croisic,Le Croisic,,France,,France,"[{""1749-1815"" : ""France""}]",,oblique,True,3004418.0,Nantes,Bretagne,ACE-YEUX,Nantes,Le Croisic,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-280154.088936235,5991179.924651756]}"
99,1335,A0607655,-6.195556,53.998056,0,Busch en Irlande,The Bush,The Bush,Irlande,Grande-Bretagne,Ireland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Irlande""}]",,,,,Irlande,ANE-IRSE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-689686.139101212,7169788.132266648]}"
100,1305,A0380288,-3.616667,56.016667,0,Baroustoner,Borrowstounness,Borrowstounness,Ecosse,Grande-Bretagne,Scotland,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Ecosse""}]",,,,,Ecosse,NOR-FORH,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-402605.528808837,7561734.300081051]}"
101,546,A0212287,-1.15325,45.850601,15,Chaput,Le Chapus,Le Chapus,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3004752.0,Marennes,Saintonge,ACE-ROCH,La Rochelle,Marennes,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-128379.202757343,5756440.163220907]}"
102,498,A0150110,-0.366667,49.316667,43,Langrune,Langrune,Langrune,,France,,France,"[{""1749-1815"" : ""France""}]",,,,3007673.0,Caen,Normandie,MAN-WIGH,Caen,Caen,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-40817.183730698,6328764.973590312]}"
103,149,B1973450,-61.083333,14.6,8,Fort Royal (Martinique),Fort-Royal,Fort-Royal,Colonies françaises d'Amérique,France,French colonies in America,France,"[{""1749-1794"" : ""France""},{""1794-1802"" : ""Grande-Bretagne""},{""1802-1810"" : ""France""},{""1810-1815"" : ""Grande-Bretagne""}]","[{""1749-1794"" : ""Colonies françaises d'Amérique""},{""1794-1802"" : ""Colonies britanniques d'Amérique""},{""1802-1810"" : ""Colonies françaises d'Amérique""},{""1810-1815"" : ""Colonies britanniques d'Amérique""}]",siège amirauté,True,3570675.0,Fort-Royal,Martinique,GUL-LEEW,,,Iles françaises de l'Amérique,colonies françaises,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-6799765.525515962,1643144.262294924]}"
104,986,A1965072,-4.957716,48.39608,1,Molène,île Molène,île Molène,,France,,France,"[{""1749-1815"" : ""France""}]",,,,6619687.0,Brest,Bretagne,ACE-IROI,Lorient,Brest,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-551890.420617665,6173003.21689161]}"
105,1153,A0351330,28.2225,36.440833,6,Rhodes,Rhodes,Rhodes,,Empire ottoman,,Ottoman empire,"[{""1749-1815"" : ""Empire ottoman""}]",,,,9847686.0,,,MED-AEGS,,,,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[3141714.328913162,4361450.089388101]}"
106,1117,A0130761,1.083333,49.933333,1033,Dieppe,Dieppe,Dieppe,,France,,France,"[{""1749-1815"" : ""France""}]",,siège amirauté,True,3021411.0,Dieppe,Normandie, MAN-WIGH,Rouen,Dieppe,,France,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[120596.07791955,6434738.285979063]}"
107,763,A0380557,-1.383333,54.911944,171,Sunderland,Sunderland,Sunderland,Angleterre,Grande-Bretagne,England,Great Britain,"[{""1749-1815"" : ""Grande-Bretagne""}]","[{""1749-1815"" : ""Angleterre""}]",,,2636531.0,,North Umberland,NOR-TYNE,,,Angleterre,Etranger,"{""type"":""Point"",""crs"":{""type"":""name"",""properties"":{""name"":""spatialreferencing.org:900913""}},""coordinates"":[-153991.92515753,7344794.959906219]}"
